id,title,summary,authors,primary_category,categories
cond-mat/0001030v1,Relaxation processes in harmonic glasses?,"A relaxation process, with the associated phenomenology of sound attenuation and sound velocity dispersion, is found in a simulated harmonic Lennard-Jones glass. We propose to identify this process with the so called microscopic (or instantaneous) relaxation process observed in real glasses and supercooled liquids. A model based on the memory function approach accounts for the observation, and allows to relate to each others: 1) the characteristic time and strength of this process, 2) the low frequency limit of the dynamic structure factor of the glass, and 3) the high frequency sound attenuation coefficient, with its observed quadratic dependence on the momentum transfer.",G. Ruocco; F. Sette; R. Di Leonardo; G. Monaco; M. Sampoli; T. Scopigno; G. Viliani,cond-mat.dis-nn,cond-mat.dis-nn
physics/0001007v1,"The preliminary results of fast neutron flux measurements in the DULB
  laboratory at Baksan","One of the main sources of a background in underground physics experiments (such as the investigation of solar neutrino flux, neutrino oscillations, neutrinoless double beta decay, and the search for annual and daily Cold Dark Matter particle flux modulation) are fast neutrons originating from the surrounding rocks. The measurements of fast neutron flux in the new DULB Laboratory situated at a depth of 4900 m w.e. in the Baksan Neutrino Observatory have been performed. The relative neutron shielding properties of several commonly available natural materials were investigated too. The preliminary results obtained with a high-sensitive fast neutron spectrometer at the level of sensitivity of about 10^(-7) neutron/ (cm^2 sec) are presented and discussed.",J. N. Abdurashitov; V. N. Gavrin; A. V. Kalikhov; A. A. Shikhin; V. E. Yants; O. S. Zaborskaya; A. A. Klimenko; S. B. Osetrov; A. A. Smolnikov; S. I. Vasiliev,physics.ins-det,physics.ins-det
astro-ph/0001032v1,"Limits on the Spatial Extent of AGN Measured with the Fine Guidance
  Sensors of the HST",The optical structure of several AGN has been studied using the Fine Guidance Sensors (FGS) on the Hubble Space Telescope (HST). The FGSs are interferometric devices which can resolve structure on scales of 20 milliarcsecs or less and hence have the potential to improve on the resolution attainable by HST's cameras. The FGSs produce interferometric fringes known as S-curves which are related to the intensity profile of the object on the sky. These have been analyzed using a simple model for the radial intensity distribution and strength of the underlying background illumination of the observed objects. Eight different observations of six different AGN have been analyzed. No statistically significant differences from point sources are detected but significant upper limits of order 20 milliarcseconds are placed on any spatial extent. Systematic effects limiting the resolution are discussed and some simple conclusions about the physical size and luminosity densities of the emitting regions of the AGN implied by the data are given.,Richard N. Hook; Ethan J. Schreier; George Miley,astro-ph,astro-ph
hep-ph/0001022v2,One-particle inclusive CP asymmetries,One-particle inclusive CP asymmetries in the decays of the type B -> D(*) X are considered in the framework of a QCD based method to calculate the rates for one-particle inclusive decays.,Xavier Calmet; Thomas Mannel; Ingo Schwarze,hep-ph,hep-ph
hep-th/0001013v2,Gravity and the Newtonian limit in the Randall-Sundrum model,"We point out that the gravitational evolution equations in the Randall-Sundrum model appear in a different form than hitherto assumed. As a consequence, the model yields a correct Newtonian limit in a novel manner.",Rainer Dick; Dzo Mikulovic,hep-th,hep-th
hep-th/0001012v1,"Boundary Liouville Field Theory I. Boundary State and Boundary Two-point
  Function","Liouville conformal field theory is considered with conformal boundary. There is a family of conformal boundary conditions parameterized by the boundary cosmological constant, so that observables depend on the dimensional ratios of boundary and bulk cosmological constants. The disk geometry is considered. We present an explicit expression for the expectation value of a bulk operator inside the disk and for the two-point function of boundary operators. We comment also on the properties of the degenrate boundary operators. Possible applications and further developments are discussed. In particular, we present exact expectation values of the boundary operators in the boundary sin-Gordon model.",V. Fateev; A. Zamolodchikov; Al. Zamolodchikov,hep-th,hep-th
hep-ph/0001023v2,"A four-neutrino texture implying bimaximal flavor mixing and reduced
  LSND effect","A four-neutrino effective texture is described, where a sterile neutrino mixes nearly maximally with the electron neutrino and so, is responsible for the deficit of solar $\nu_e $'s (according to the large-angle MSW solution or vacuum solution, of which the former is selected a posteriori). But, while maximal mixing of muon neutrino with tauon neutrino causes the deficit of atmospheric $\nu_\mu $'s, the original magnitude of LSND effect is reduced by as much as four orders, becoming unobservable.",Wojciech Krolikowski,hep-ph,hep-ph
math/0001013v3,An adelic causality problem related to abelian L-functions,"I associate to a global field K a Lax-Phillips scattering which has the property of causality if and only if the Riemann Hypothesis holds for all the abelian L-functions of K. As a Hilbert space closure problem this provides an adelic variation on a theme initiated by Nyman and Beurling. The adelic aspects are related to previous work by Tate, Iwasawa and Connes.",Jean-Francois Burnol,math.NT,"math.NT; 11M26, 11R42, 47A40"
math/0001014v1,Rigidity and Vanishing Theorems in K-Theory II,"We extend our family rigidity and vanishing theorems in [{\bf LiuMaZ}] to the Spin^c case. In particular, we prove a K-theory version of the main results of [{\bf H}], [{\bf Liu1}, Theorem B] for a family of almost complex manifolds.",Kefeng Liu; Xiaonan Ma; Weiping Zhang,math.KT,"math.KT; math.AT; math.DG; 14D05, 57R91"
nucl-th/0001005v3,"Realistic Ghost State : Pauli Forbidden State from Rigorous Solution of
  the Alpha Particle","The antisymmetrization of the composite particles in cluster model calculations manifests itself in Pauli forbidden states (ghost states), if one restricts oneself on undeformed cluster in the low energy region. The resonating group method and the generating coordinate method rely on a property of the norm kernel, which introduces some of the ghost states. The norm kernel has been usually calculated under the assumption that the inner wavefunctions have a simple Gaussian form. It is the first time that this assumption is tested by the rigorous way. In the 4He+N system, we demonstrate a ghost state, which is calculated from a rigorous solution of Yakubovsky equations for the alpha particle. The ghost states calculated by rigorous and approximate methods turn out to have a very similar form. It is analytically proved that the trace of the norm kernel does not depend on the inner wavefunction we choose.",H. Kamada; S. Oryu; A. Nogga,nucl-th,nucl-th
astro-ph/0001033v1,Radio emission of the Galactic X-rays binaries with relativistic jets,"Variable non-thermal radio emission from Galactic X-ray binaries is a trace of relativistic jets, created near accretion disks. The spectral characteristics of a lot of radio flares in the X-ray binaries with jets (RJXB) is discussed in this report. We carried out several long daily monitoring programs with the RATAN-600 radio telescope of the sources: SS433, Cyg X-3, LSI+61o303, GRS 1915+10 and some others. We also reviewed some data from the GBI monitoring program at two frequencies and hard X-ray BATSE (20-100 keV) and soft X-ray RTXE (2-12 keV) ASM data. We confirmed that flaring radio emission of Cyg X-3 correlated with hard and anti-correlated with soft X-ray emission during the strong flare (>$ Jy) in May 1997. During two orbital periods we investigated radio light curves of the remarkable X-binary LSI+61o303. Two flaring events near a phase 0.6 of the 26.5-day orbital period have been detected for first time at four frequencies simultaneously. Powerful flaring events of SS433 were detected at six frequencies in May 1996 and in May 1999. The decay of the flare is exactly fitted by an exponential law and the rate of the decay $\tau$ depends upon frequency as tau \propto \nu^{-0.4} in the first flare and does not depend upon frequency in the second flare, and is equal to \tau=6+-1 days at frequencies from 0.96 to 21.7 GHz in the last flare in May 1999. Many flaring RJXB show two, exponential and power, laws of flare decay. Moreover, these different laws could be present in one or several flares and commonly flare decays are faster at a higher frequency. The decay law seems to change because of geometric form of the conical hollow jets. The synchrotron and inverse Compton losses could explain general frequency dependences in flare evolution. In conclusion we summarized the general radio properties of RJXB.",S. A. Trushkin,astro-ph,astro-ph
